,roundness,slenderness,hu1,hu2,hu3,hu4,hu5,hu6,hu7
0,6.85999,1.02,2.1765375000880196,7.709733247486074,8.916722022066729,11.03122347304524,21.01588117678291,-15.01880289648918,-21.6645075773573
1,7.14333,1.0,2.177131396197729,8.063853762669032,11.225830546124987,11.498000264943006,23.720848730922555,-15.570011752486574,22.86407516976587
2,6.98261,1.01,2.1747313924701777,7.26571382728024,9.806969683647246,11.953149827419239,-23.136292983080388,-15.605110559689187,-22.894998775564034
3,7.14312,1.0,2.08933780950822,8.421983963217622,10.378286756219682,12.257740851349402,-23.804222852826257,-16.600803202621933,-23.669028031071434
4,6.92289,1.02,2.176551641593416,7.3633528442394,8.957360358149547,10.46303144769256,20.460448299143692,-14.40954770637967,-20.240502025788153
5,7.03586,1.02,2.173735955280528,8.068459270986931,10.909347472893955,11.031787894250538,22.82797370169192,15.82609005604061,22.007258006377047
6,7.21921,1.0,2.05786576616162,10.131827319782449,10.68600782692553,11.512974351627982,22.69561139292101,-16.64240681074243,-22.861170107793164
7,7.12958,1.03,1.8892938860483168,6.9744458892461605,10.000911747273276,10.706027685707033,-21.285856978926354,-14.429145114765113,-21.153910656690535
8,7.17952,1.03,2.22418010720752,7.736178515018774,11.411302592975504,12.247561817496381,-24.37067094697613,-16.188725271175453,24.141970806806754
9,7.12572,1.0,2.056652738126148,8.226188966966044,10.649889659821126,11.107127705226558,-22.055506080954455,15.392022488385502,22.26586805585961
10,7.14404,1.02,2.0613406359933757,8.007741136893868,11.442950786706753,12.052868648521843,23.92618202767802,-16.382942576197763,-23.979693035785075
11,7.17635,1.0,1.9771121131941696,7.828758583782542,11.406699764621667,11.193766254987567,23.34560921087473,-15.16989862345108,22.498343076525703
12,7.2038,1.0,2.2325006844087394,9.217675188148027,10.223768157596357,10.791890974149476,-21.550766475845077,15.410577053212437,-21.38178278834611
13,7.20309,1.0,2.3104355923733717,8.280323896707976,10.67712239158291,11.257673557979915,22.815953883917526,16.348388429161407,-22.23985193247535
